datetime,storage,elevation,outflow,inflow,precip,evap,tocs
12/17/03,503.911,417.02,2211,2295,0,3,577
12/18/03,502.72,416.87,2369,1774,0,5,577
12/19/03,503.037,416.91,2265,2433,0,8,577
12/20/03,502.72,416.87,2235,2080,0.43,5,577
12/21/03,503.355,416.95,2218,2549,0.62,11,577
12/22/03,503.831,417.01,2211,2462,0.62,11,577
12/23/03,504.711,417.12,2207,2651,0.01,0,577
12/24/03,509.114,417.67,2121,4341,0.2,0,577
12/25/03,518.784,418.87,1969,6844,0.71,0,577
12/26/03,522.932,419.38,2094,4190,0,5,577
12/27/03,523.829,419.49,2238,2701,0,11,577
12/28/03,524.237,419.54,2249,2463,0,8,577
12/29/03,527.253,419.91,2113,3634,0,0,577
12/30/03,530.456,420.3,2253,3874,1.06,6,577
12/31/03,532.514,420.55,2231,3277,0,8,577
01/01/04,542.031,421.7,2113,6911,1.1,0,577
01/02/04,550.221,422.68,1828,5957,1.14,0,577
01/03/04,554.256,423.16,1995,4035,0.07,6,577
01/04/04,557.216,423.51,2245,3740,0.01,3,570.2
01/05/04,559.246,423.75,2198,3227,0,6,577
01/06/04,559.161,423.74,2482,2445,0,6,577
01/07/04,558.569,423.67,3549,3271,0.25,20,577
01/08/04,558.146,423.62,3884,3677,0.18,6,577
01/09/04,556.709,423.45,3843,3128,0,9,577
01/10/04,555.44,423.3,3681,3044,0.03,3,577
01/11/04,553.833,423.11,3869,3062,0.03,3,577
01/12/04,553.072,423.02,3702,3321,0.03,3,577
01/13/04,551.981,422.89,3310,2763,0.03,3,577
01/14/04,552.652,422.97,2793,3137,0,6,577
01/15/04,550.975,422.77,3532,2687,0,0,577
01/16/04,549.132,422.55,3257,2328,0,0,577
01/17/04,549.467,422.59,2351,2520,0,0,577
01/18/04,550.053,422.66,2399,2697,0,3,577
01/19/04,550.389,422.7,2581,2753,0,3,577
01/20/04,551.227,422.8,2456,2878,0,0,577
01/21/04,551.813,422.87,2467,2762,0,0,577
01/22/04,551.813,422.87,2356,2362,0,6,577
01/23/04,552.233,422.92,2301,2519,0.02,6,577
01/24/04,553.157,423.03,2370,2836,0.03,0,577
01/25/04,553.58,423.08,2374,2587,0.23,0,577
01/26/04,553.326,423.05,2429,2309,0,8,577
01/27/04,554.933,423.24,2457,3270,0,3,577
01/28/04,556.201,423.39,2476,3115,0.55,0,577
01/29/04,555.44,423.3,2303,1930,0,11,577
01/30/04,555.102,423.26,2355,2188,0,3,577
01/31/04,554.002,423.13,2471,1919,0.05,3,577
02/01/04,553.157,423.03,2678,2269,0,17,577
02/02/04,553.749,423.1,2444,2745,0.02,3,577
02/03/04,557.301,423.52,2215,4006,0.63,0,577
02/04/04,560.599,423.91,2070,3733,0.26,0,577
02/05/04,561.701,424.04,2470,3043,0,17,577
02/06/04,562.981,424.19,2456,3118,0,17,577
02/07/04,563.579,424.26,2372,2690,0.24,17,577
02/08/04,563.493,424.25,2156,2136,0,23,579.4
02/09/04,563.92,424.3,2436,2665,0,14,581.7
02/10/04,563.835,424.29,2297,2283,0,29,581.7
02/11/04,564.176,424.33,2412,2610,0,26,586.4
02/12/04,564.005,424.31,2339,2282,0,29,588.8
02/13/04,564.091,424.32,2368,2437,0,26,588.8
02/14/04,563.579,424.26,2416,2172,0,14,588.8
02/15/04,563.323,424.23,2419,2313,0,23,588.8
02/16/04,564.432,424.36,2392,2954,0.02,3,577
02/17/04,575.746,425.68,2480,8196,0.52,12,600.6
02/18/04,589.804,427.3,2102,9201,0.52,12,603
02/19/04,595.142,427.91,4865,7568,0.52,12,605.3
02/20/04,592.692,427.63,7295,6080,0,20,607.7
02/21/04,587.967,427.09,7198,4825,0,9,610
02/22/04,581.972,426.4,7114,4098,0.01,6,612.4
02/23/04,576.865,425.81,6920,4345,0.16,0,614.8
02/24/04,572.131,425.26,6820,4450,0,17,617.1
02/25/04,575.401,425.64,5870,7533,0.17,14,619.5
02/26/04,594.267,427.81,5523,15034,1.41,0,618.1
02/27/04,606.177,429.16,4941,10973,0,27,620.4
02/28/04,612.494,429.87,4091,7303,0,27,624.1
02/29/04,617.326,430.41,3349,5809,0,24,628
03/01/04,623.068,431.05,3147,6063,0,21,577
03/02/04,628.037,431.6,3100,5605,0.41,0,632.1
03/03/04,631.29,431.96,3120,4802,0,42,636
03/04/04,634.746,432.34,2912,4696,0,42,636
03/05/04,636.84,432.57,3074,4160,0,30,640.7
03/06/04,638.387,432.74,3106,3907,0,21,643.1
03/07/04,639.935,432.91,3029,3839,0,30,645.4
03/08/04,642.038,433.14,3122,4209,0,27,647.8
03/09/04,646.165,433.59,3036,5163,0,46,650.2
03/10/04,650.11,434.02,3254,5298,0,55,652.5
03/11/04,654.637,434.51,2942,5295,0,71,654.9
03/12/04,658.426,434.92,3441,5391,0,40,657.2
03/13/04,661.306,435.23,3574,5079,0,53,659.6
03/14/04,663.912,435.51,3515,4879,0,50,662
03/15/04,667.076,435.85,3976,5618,0,47,664.3
03/16/04,672.034,436.38,3665,6246,0,81,666.7
03/17/04,676.252,436.83,3649,5832,0,56,669
03/18/04,680.11,437.24,3554,5543,0,44,671.4
03/19/04,684.075,437.66,3724,5776,0,53,673.8
03/20/04,688.044,438.08,3732,5783,0,50,676.1
03/21/04,690.801,438.37,3749,5190,0,51,640.1
03/22/04,695.934,438.91,3605,6244,0,51,680.8
03/23/04,699.469,439.28,4307,6137,0,48,683.2
03/24/04,703.01,439.65,4192,6022,0,45,645.5
03/25/04,705.499,439.91,3990,5290,0,45,687.9
03/26/04,706.938,440.06,3995,4736,0.42,16,687.9
03/27/04,707.131,440.08,4130,4253,0.01,26,687.9
03/28/04,706.073,439.97,4098,3613,0,48,695
03/29/04,706.264,439.99,3918,4062,0,48,697.4
03/30/04,706.169,439.98,4153,4153,0,48,699.7
03/31/04,706.553,440.02,4012,4232,0,26,702.1
04/01/04,707.227,440.09,3222,3613,0,51,704.4
04/02/04,708.48,440.22,3150,3833,0,51,706.8
04/03/04,709.347,440.31,3372,3902,0,93,709.2
04/04/04,710.599,440.44,3176,3877,0,70,711.5
04/05/04,713.201,440.71,3278,4661,0,71,713.9
04/06/04,710.31,440.41,5295,3907,0,70,716.2
04/07/04,701.766,439.52,8106,3868,0,70,718.6
04/08/04,692.987,438.6,8077,3708,0,57,721
04/09/04,684.075,437.66,8104,3668,0,57,723.3
04/10/04,678.411,437.06,6276,3486,0,66,725.7
04/11/04,674.002,436.59,5658,3603,0,168,728
04/12/04,671.659,436.34,4950,3844,0,75,730.4
04/13/04,669.316,436.09,4557,3441,0,65,732.8
04/14/04,665.121,435.64,5350,3312,0,77,735.1
04/15/04,659.91,435.08,5454,2892,0,65,737.5
04/16/04,654.268,434.47,5796,3060,0,108,739.8
04/17/04,647.357,433.72,6196,2758,0,46,742.2
04/18/04,641.304,433.06,5383,2377,0,46,744.6
04/19/04,635.838,432.46,5029,2370,0,97,746.9
04/20/04,631.924,432.03,4392,2455,0.06,36,749.3
04/21/04,629.754,431.79,3708,2689,0.08,75,751.6
04/22/04,629.392,431.75,3459,3285,0.01,9,757.3
04/23/04,627.947,431.59,3113,2507,0,123,762.9
04/24/04,626.682,431.45,3193,2630,0,75,768.5
04/25/04,625.778,431.35,3093,2754,0,117,774.2
04/26/04,625.688,431.34,3109,3331,0,220,779.8
04/27/04,627.134,431.5,2621,3585,0,235,785.5
04/28/04,627.766,431.57,2953,3410,0,138,791.1
04/29/04,629.663,431.78,2657,3640,0,27,796.7
04/30/04,630.205,431.84,2600,2873,0,0,802.4
05/01/04,630.657,431.89,2667,2907,0,12,808
05/02/04,631.561,431.99,2750,3245,0,39,813.6
05/03/04,632.379,432.08,2825,3246,0,9,819.3
05/04/04,634.928,432.36,2793,4247,0,169,824.9
05/05/04,637.204,432.61,2591,3899,0,161,830.5
05/06/04,638.842,432.79,2781,3710,0,103,836.2
05/07/04,640.6,432.98,2781,3710,0,64,841.8
05/08/04,639.8,432.9,2781,3710,0,58,847.4
05/09/04,639.206,432.83,2769,2511,0,64,853.1
05/10/04,639.844,432.9,2723,3109,0,64,858.7
05/11/04,639.662,432.88,2692,2731,0,131,864.3
05/12/04,638.66,432.77,2729,2351,0,127,870
05/13/04,638.114,432.71,2805,2624,0,94,875.6
05/14/04,637.113,432.6,3192,2699,0,12,881.2
05/15/04,636.567,432.54,2856,2623,0,42,886.9
05/16/04,637.295,432.62,2404,2813,0,42,892.5
05/17/04,637.204,432.61,2378,2438,0,106,898.1
05/18/04,637.022,432.59,2334,2321,0,79,898.2
05/19/04,637.113,432.6,2233,2294,0,15,898.2
05/20/04,637.204,432.61,2235,2360,0,79,915
05/21/04,637.386,432.63,2056,2206,0,58,920.7
05/22/04,637.295,432.62,2068,2071,0,49,926.3
05/23/04,636.203,432.5,2237,1759,0,73,931.9
05/24/04,634.928,432.36,1985,1424,0,82,937.6
05/25/04,634.564,432.32,2068,1932,0,48,943.2
05/26/04,634.382,432.3,2061,1975,0,6,948.8
05/27/04,633.836,432.24,2150,1890,0,15,954.5
05/28/04,633.836,432.24,2090,2102,0,12,960.1
05/29/04,634.018,432.26,2110,2244,0,42,965.7
05/30/04,634.2,432.28,1994,2086,0,0,971.4
05/31/04,634.746,432.34,2073,2451,0,103,977
06/01/04,634.655,432.33,2153,2225,0,118,977
06/02/04,634.928,432.36,1949,2223,0,136,977
06/03/04,634.564,432.32,2187,2112,0,109,977
06/04/04,633.745,432.23,1986,1573,0,0,977
06/05/04,633.563,432.21,2084,2089,0,97,977
06/06/04,634.473,432.31,2003,2556,0,94,977
06/07/04,632.197,432.06,2492,1451,0,106,977
06/08/04,629.754,431.79,2539,1403,0,96,977
06/09/04,628.308,431.63,2552,1904,0,81,977
06/10/04,626.23,431.4,2587,1617,0,78,977
06/11/04,624.513,431.21,2656,1883,0,93,977
06/12/04,622.706,431.01,2679,1861,0,93,977
06/13/04,620.643,430.78,2620,1673,0,93,977
06/14/04,617.774,430.46,2569,1230,0,107,977
06/15/04,615.802,430.24,2558,1695,0,131,977
06/16/04,614.726,430.12,2522,2084,0,104,977
06/17/04,611.871,429.8,2729,1418,0,128,977
06/18/04,608.223,429.39,2974,1239,0,104,977
06/19/04,604.666,428.99,2888,1192,0,97,977
06/20/04,600.783,428.55,2874,1010,0,94,977
06/21/04,596.371,428.05,2539,406,0,91,977
06/22/04,593.13,427.68,2743,1197,0,88,977
06/23/04,590.242,427.35,2726,1369,0,99,977
06/24/04,586.832,426.96,2935,1303,0,87,977
06/25/04,583.534,426.58,2903,1342,0,102,977
06/26/04,579.975,426.17,2742,1052,0,104,977
06/27/04,576.434,425.76,2767,1115,0,133,977
06/28/04,573.078,425.37,2821,1233,0,104,977
06/29/04,569.979,425.01,2433,969,0,98,977
06/30/04,565.029,424.43,3396,997,0,97,977
07/01/04,560.261,423.87,3152,842,0,94,977
07/02/04,556.117,423.38,3277,1276,0,88,977
07/03/04,551.478,422.83,3442,1205,0,102,977
07/04/04,546.869,422.28,3478,1255,0,101,977
07/05/04,541.698,421.66,3571,1062,0,98,977
07/06/04,537.048,421.1,3464,1234,0,114,977
07/07/04,532.925,420.6,3413,1448,0,114,977
07/08/04,528.563,420.07,3289,1178,0,88,977
07/09/04,523.747,419.48,3407,1070,0,91,977
07/10/04,518.057,418.78,3891,1101,0,79,977
07/11/04,512.644,418.11,4024,1376,0,81,977
07/12/04,507.673,417.49,3692,1275,0,89,977
07/13/04,502.007,416.78,3843,1088,0,102,977
07/14/04,496.218,416.05,3847,1024,0,96,977
07/15/04,490.953,415.38,3898,1350,0,106,977
07/16/04,487.034,414.88,3926,2029,0,79,977
07/17/04,483.378,414.41,3735,1978,0,86,977
07/18/04,478.493,413.78,3935,1573,0,101,977
07/19/04,473.947,413.19,3851,1662,0,103,977
07/20/04,469.354,412.59,3749,1528,0,95,977
07/21/04,465.081,412.03,3787,1725,0,92,977
07/22/04,460.621,411.44,3875,1727,0,101,977
07/23/04,455.8,410.8,3701,1353,0,83,977
07/24/04,451.685,410.25,3743,1761,0,93,977
07/25/04,447.668,409.71,3402,1452,0,75,977
07/26/04,444.928,409.34,2956,1652,0,77,977
07/27/04,441.679,408.9,2904,1357,0,91,977
07/28/04,438.018,408.4,2832,1077,0,91,977
07/29/04,435.162,408.01,2692,1338,0,86,977
07/30/04,432.844,407.69,2739,1641,0,71,977
07/31/04,430.309,407.34,2733,1528,0,73,977
08/01/04,427.059,406.89,2656,1082,0,65,977
08/02/04,423.765,406.43,2666,1068,0,63,977
08/03/04,421.831,406.16,2302,1389,0,62,977
08/04/04,420.971,406.04,2292,1920,0,62,977
08/05/04,420.543,405.98,2359,2222,0,79,977
08/06/04,417.711,405.58,2332,985,0,81,977
08/07/04,416.579,405.42,2296,1797,0,72,977
08/08/04,415.233,405.23,2491,1888,0,76,977
08/09/04,413.465,404.98,2329,1523,0,85,977
08/10/04,411.785,404.74,2190,1405,0,62,977
08/11/04,410.665,404.58,2154,1655,0,66,977
08/12/04,410.035,404.49,2321,2088,0,85,977
08/13/04,408.565,404.28,2310,1647,0,78,977
08/14/04,406.955,404.05,2271,1532,0,73,977
08/15/04,404.529,403.7,2266,1123,0,80,977
08/16/04,402.384,403.39,2243,1241,0,79,977
08/17/04,401.485,403.26,2280,1885,0,58,977
08/18/04,400.724,403.15,2296,1973,0,61,977
08/19/04,399.686,403,1836,1383,0,70,977
08/20/04,399.207,402.93,1832,1663,0,72,977
08/21/04,399.207,402.93,1890,1953,0,63,977
08/22/04,398.25,402.79,1816,1404,0,70,977
08/23/04,396.745,402.57,1815,1105,0,49,977
08/24/04,395.856,402.44,1825,1402,0,25,977
08/25/04,394.557,402.25,1811,1218,0,62,977
08/26/04,394.42,402.23,1875,1866,0,60,977
08/27/04,393.326,402.07,1727,1239,0,64,977
08/28/04,393.121,402.04,1865,1826,0,64,977
08/29/04,391.766,401.84,1861,1247,0,69,977
08/30/04,390.954,401.72,1777,1437,0,69,977
08/31/04,390.008,401.58,1896,1485,0,66,977
09/01/04,389.738,401.54,1792,1725,0,69,977
09/02/04,389.4,401.49,1730,1626,0,66,977
09/03/04,387.778,401.25,1790,1043,0,71,977
09/04/04,388.656,401.38,1759,2293,0,91,977
09/05/04,388.521,401.36,1851,1861,0,78,977
09/06/04,388.859,401.41,1759,2004,0,75,977
09/07/04,388.656,401.38,1798,1774,0,78,977
09/08/04,388.183,401.31,1634,1474,0,78,977
09/09/04,387.575,401.22,1731,1522,0,98,977
09/10/04,386.831,401.11,1781,1495,0,89,977
09/11/04,385.687,400.94,1973,1462,0,66,977
09/12/04,385.687,400.94,1687,1746,0,59,977
09/13/04,384.218,400.72,1718,1036,0,59,977
09/14/04,383.35,400.59,1780,1401,0,59,977
09/15/04,382.148,400.41,1712,1165,0,59,977
09/16/04,382.215,400.42,1815,1910,0,61,977
09/17/04,381.146,400.26,1830,1359,0,68,977
09/18/04,379.944,400.08,1753,1215,0,68,977
09/19/04,378.948,399.93,1751,1280,0,31,977
09/20/04,377.363,399.69,1722,975,0.48,52,977
09/21/04,376.901,399.62,1719,1531,0,45,977
09/22/04,377.297,399.68,1795,2042,0,47,977
09/23/04,378.156,399.81,1768,2259,0,58,977
09/24/04,378.222,399.82,1721,1792,0,38,977
09/25/04,377.826,399.76,1863,1719,0,56,977
09/26/04,377.429,399.7,1840,1692,0,52,977
09/27/04,376.637,399.58,1699,1356,0,56,977
09/28/04,376.637,399.58,1725,1774,0,49,977
09/29/04,376.637,399.58,1495,1526,0,31,977
09/30/04,376.439,399.55,1209,1140,0,31,977
10/01/04,376.307,399.53,1287,1242,0,22,968.8
10/02/04,375.581,399.42,1459,1115,0,22,960.7
10/03/04,374.987,399.33,1243,977,0,33,952.5
10/04/04,374.723,399.29,1122,1020,0,31,944.3
10/05/04,373.798,399.15,1259,824,0,31,936.2
10/06/04,372.874,399.01,1277,844,0,33,928
10/07/04,372.481,398.95,1292,1123,0,29,919.9
10/08/04,371.632,398.82,1462,1067,0,33,911.7
10/09/04,368.497,398.34,1800,259,0,40,903.5
10/10/04,365.759,397.92,1758,435,0,57,895.4
10/11/04,363.627,397.59,1789,766,0,52,887.2
10/12/04,361.366,397.24,1838,754,0,56,879
10/13/04,358.985,396.87,1765,613,0,48,879
10/14/04,356.174,396.43,1789,400,0,28,879
10/15/04,353.236,395.97,1736,287,0,32,854.6
10/16/04,351.278,395.66,2585,1630,0,32,846.4
10/17/04,349.572,395.39,1753,925,0,32,838.2
10/18/04,348.245,395.18,1594,957,0.29,32,830.1
10/19/04,349.13,395.32,1741,2202,0,15,821.9
10/20/04,351.404,395.68,1229,2375,1.3,0,813.7
10/21/04,352.226,395.81,1591,2067,0.54,62,805.6
10/22/04,352.605,395.87,1612,1873,0,70,797.4
10/23/04,352.289,395.82,1764,1628,0,23,789.2
10/24/04,351.657,395.72,1662,1362,0.44,19,781.1
10/25/04,351.72,395.73,1670,1723,0.05,21,772.9
10/26/04,354.001,396.09,1499,2679,0.04,30,764.8
10/27/04,355.663,396.35,1493,2367,1,36,756.6
10/28/04,356.685,396.51,1534,2060,0,11,748.4
10/29/04,356.877,396.54,1593,1712,0,22,740.3
10/30/04,356.493,396.48,1611,1438,0,21,732.1
10/31/04,355.407,396.31,1634,1099,0,13,723.9
11/01/04,354.001,396.09,1817,1125,0,17,715.8
11/02/04,352.099,395.79,1679,731,0,11,707.6
11/03/04,350.457,395.53,1773,966,0,21,699.4
11/04/04,349.067,395.31,1677,987,0.79,11,691.3
11/05/04,347.487,395.06,1632,839,0.03,4,683.1
11/06/04,345.984,394.82,1574,833,0,17,675
11/07/04,343.86,394.48,1588,536,0,19,666.8
11/08/04,341.423,394.09,1739,527,0,17,658.6
11/09/04,340.306,393.91,1656,1110,0,17,650.5
11/10/04,339.503,393.78,1694,1297,0,8,642.3
11/11/04,340.306,393.91,1461,1874,0.37,8,634.1
11/12/04,341.048,394.03,1492,1870,0.56,4,626
11/13/04,341.298,394.07,1517,1653,0,10,617.8
11/14/04,340.923,394.01,1650,1471,0,10,609.7
11/15/04,340.306,393.91,1659,1356,0,8,601.5
11/16/04,339.688,393.81,1638,1338,0,12,593.3
11/17/04,337.713,393.49,2160,1176,0,12,593.3
11/18/04,336.232,393.25,1950,1213,0,10,577
11/19/04,335.244,393.09,1828,1336,0,6,577
11/20/04,333.835,392.86,1892,1190,0,8,577
11/21/04,332.432,392.63,1846,1166,0,27,577
11/22/04,331.518,392.48,1880,1441,0,22,577
11/23/04,330.298,392.28,1939,1332,0,8,577
11/24/04,328.895,392.05,1946,1259,0,20,577
11/25/04,327.746,391.86,1859,1290,0,10,577
11/26/04,326.421,391.64,1835,1175,0,8,577
11/27/04,327.264,391.78,1898,2327,0,4,577
11/28/04,327.204,391.77,1699,1669,1.42,0,577
11/29/04,326.903,391.72,1768,1636,0,20,577
11/30/04,326.481,391.65,1877,1684,0,20,577
12/01/04,326.18,391.6,1794,1660,0,18,577
12/02/04,325.878,391.55,1883,1741,0,10,577
12/03/04,325.276,391.45,1983,1695,0,16,577
12/04/04,325.215,391.44,1777,1754,0,8,577
12/05/04,324.794,391.37,1738,1534,0,8,577
12/06/04,324.733,391.36,1728,1701,0,4,577
12/07/04,325.396,391.47,1741,2075,0.1,0,577
12/08/04,331.335,392.45,1645,4653,0.73,14,577
12/09/04,338.022,393.54,1493,4878,0.96,14,577
12/10/04,342.048,394.19,1731,3774,0,13,577
12/11/04,343.86,394.48,1805,2727,0,8,577
12/12/04,345.171,394.69,1834,2501,0,6,577
12/13/04,346.046,394.83,1847,2288,0,0,577
12/14/04,347.361,395.04,2051,2720,0,6,577
12/15/04,348.182,395.17,1911,2331,0,6,577
12/16/04,348.182,395.17,2024,2030,0,6,577
12/17/04,348.498,395.22,1961,2128,0,8,577
12/18/04,349.382,395.36,2028,2482,0,8,577
12/19/04,350.393,395.52,2062,2580,0,8,577
12/20/04,352.289,395.82,1878,2840,0,6,577
12/21/04,352.352,395.83,1917,1949,0,0,577
12/22/04,351.341,395.67,1978,1477,0,9,577
12/23/04,351.72,395.73,1523,1723,0,9,577
12/24/04,351.973,395.77,1555,1689,0,6,577
12/25/04,351.783,395.74,1548,1458,0,6,577
12/26/04,351.025,395.62,1526,1148,0,4,577
12/27/04,350.836,395.59,1742,1662,0,15,577
12/28/04,351.657,395.72,1509,1927,0.01,4,577
12/29/04,354.065,396.1,1444,2660,0.75,2,577
12/30/04,368.758,398.38,1223,8660,0.4,29,577
12/31/04,391.157,401.75,627,11966,2.26,46,577
01/01/05,402.869,403.46,1391,7343,2.26,47,577
01/02/05,409.755,404.45,1711,5183,0.02,0,577
01/03/05,416.649,405.43,950,4464,0.56,38,577
01/04/05,419.127,405.78,1557,2828,0.24,22,577
01/05/05,420.971,406.04,1697,2627,0,0,577
01/06/05,423.765,406.43,1374,2783,0,0,575.3
01/07/05,427.274,406.92,1563,3351,0,19,577
01/08/05,442.411,409,1302,8953,0,20,577
01/09/05,456.398,410.88,1814,8866,0.3,0,577
01/10/05,467.141,412.3,1653,7082,0.07,13,577
01/11/05,485.556,414.69,1463,10760,0.64,13,577
01/12/05,495.429,415.95,1669,6647,0.62,0,577
01/13/05,502.007,416.78,1453,4777,0,8,577
01/14/05,507.673,417.49,1367,4232,0,8,577
01/15/05,512.321,418.07,1447,3798,0,8,577
01/16/05,514.987,418.4,1202,2557,0,11,577
01/17/05,518.622,418.85,1305,3149,0,11,577
01/18/05,520.405,419.07,1967,2871,0,5,577
01/19/05,522.932,419.38,1614,2888,0,0,577
01/20/05,526.275,419.79,1366,3070,0,19,577
01/21/05,529.304,420.16,1584,3114,0,3,577
01/22/05,531.937,420.48,1903,3230,0,0,577
01/23/05,535.723,420.94,1479,3394,0,6,577
01/24/05,539.788,421.43,1686,3738,0,3,577
01/25/05,543.608,421.89,1678,3604,0,0,577
01/26/05,549.97,422.65,1347,4562,0,8,577
01/27/05,556.878,423.47,1981,5464,0.2,0,577
01/28/05,567.077,424.67,1602,6744,1.03,0,577
01/29/05,574.197,425.5,1325,4915,1.03,0,577
01/30/05,578.587,426.01,1376,3589,0,0,577
01/31/05,583.36,426.56,1625,4075,0,44,577
02/01/05,586.658,426.94,1904,3611,0,44,577
02/02/05,588.929,427.2,2552,3720,0,23,577
02/03/05,591.292,427.47,2619,3842,0,32,577
02/04/05,592.867,427.65,3010,3822,0,18,577
02/05/05,594.967,427.89,2534,3611,0,18,577
02/06/05,596.901,428.11,2543,3536,0,18,577
02/07/05,598.665,428.31,2631,3544,0,24,577
02/08/05,599.989,428.46,2681,3349,0.04,0,579.4
02/09/05,600.695,428.54,3431,3813,0,26,581.8
02/10/05,592.08,427.56,7656,3345,0,32,581.8
02/11/05,583.534,426.58,8130,3836,0,15,586.5
02/12/05,578.587,426.01,5877,3400,0.01,17,588.9
02/13/05,577.467,425.88,3530,2991,0,26,591.3
02/14/05,577.984,425.94,3434,3704,0,9,593.7
02/15/05,580.757,426.26,3283,4681,0,0,593.7
02/16/05,585.27,426.78,2226,4501,0.68,0,598.4
02/17/05,590.854,427.42,2562,5395,0.16,18,600.8
02/18/05,595.317,427.93,2459,4721,0.01,12,603.2
02/19/05,597.783,428.21,2485,3728,0.22,0,605.6
02/20/05,603.342,428.84,3151,5960,0.28,6,606.9
02/21/05,597.254,428.15,8131,5068,0.28,6,607.8
02/22/05,595.492,427.95,7683,6795,0.14,0,610.6
02/23/05,595.492,427.95,6089,6130,0,41,614.1
02/24/05,599.018,428.35,3854,5658,0,26,617.5
02/25/05,600.518,428.52,3654,4428,0,18,619.9
02/26/05,602.283,428.72,3055,3957,0,12,622.2
02/27/05,604.489,428.97,2883,4013,0,18,624
02/28/05,609.202,429.5,2629,5005,0.49,0,626.2
03/01/05,612.227,429.84,3460,5009,0.01,24,629.3
03/02/05,620.643,430.78,3027,7306,0.46,36,631.8
03/03/05,626.591,431.44,2974,6126,0.51,153,634.1
03/04/05,632.561,432.1,2942,5970,0,18,634.1
03/05/05,637.113,432.6,2800,5107,0.02,12,634.1
03/06/05,639.662,432.88,3074,4398,0,39,591.5
03/07/05,642.313,433.17,2897,4267,0,33,643.7
03/08/05,646.257,433.6,2841,4856,0,27,646
03/09/05,649.466,433.95,2810,4474,0,46,648.4
03/10/05,653.251,434.36,3264,5200,0,28,650.8
03/11/05,654.637,434.51,3949,4703,0,55,650.8
03/12/05,656.116,434.67,3762,4560,0,52,650.8
03/13/05,657.779,434.85,3871,4752,0,43,611.6
03/14/05,658.888,434.97,3937,4539,0,43,660.3
03/15/05,659.073,434.99,4316,4452,0,43,662.7
03/16/05,659.723,435.06,3557,3974,0,89,665.1
03/17/05,659.258,435.01,4070,3879,0,43,667.5
03/18/05,654.915,434.54,6012,3890,0,68,669.9
03/19/05,646.807,433.66,8036,3985,0,37,672.2
03/20/05,642.772,433.22,8135,6101,0.52,0,674.6
03/21/05,640.846,433.01,7817,6846,0.81,0,677
03/22/05,656.67,434.73,6398,14376,0.22,0,660
03/23/05,696.98,439.02,5537,25860,1.32,0,641.9
03/24/05,711.852,440.57,9055,16553,0.59,0,646
03/25/05,702.244,439.57,14686,9883,0,41,651.7
03/26/05,687.569,438.03,14605,7256,0,50,657.6
03/27/05,671.565,436.33,14463,6441,0,47,644.7
03/28/05,668.193,435.97,13690,11990,0.42,0,643
03/29/05,670.347,436.2,11117,12228,0.01,25,638.6
03/30/05,672.034,436.38,9753,10629,0.01,25,644.2
03/31/05,673.908,436.58,8495,9496,0.01,56,650.6
04/01/05,676.533,436.86,7099,8478,0,56,657.2
04/02/05,678.883,437.11,6166,7392,0,41,663.9
04/03/05,683.508,437.6,4847,7214,0,35,662.7
04/04/05,688.615,438.14,5140,7762,0.35,47,665.5
04/05/05,695.173,438.83,4297,7644,0,41,671.8
04/06/05,701.575,439.5,3605,6881,0,48,678.9
04/07/05,708.769,440.25,3931,7628,0,70,686
04/08/05,720.553,441.47,3214,9174,0.17,19,682.7
04/09/05,728.619,442.3,3216,7296,0.31,13,688.7
04/10/05,733.986,442.85,3626,6400,0,68,695.8
04/11/05,741.538,443.62,3714,7590,0,69,703.1
04/12/05,749.026,444.38,3638,7465,0,52,710.2
04/13/05,754.758,444.96,3914,6857,0,53,717.5
04/14/05,760.921,445.58,3746,6906,0,53,724.8
04/15/05,765.899,446.08,4076,6639,0,53,732.1
04/16/05,769.203,446.41,4211,5943,0,66,738.9
04/17/05,772.706,446.76,4439,6275,0,70,741.3
04/18/05,780.148,447.5,4026,7831,0,53,743.7
04/19/05,786.099,448.09,3958,7012,0,54,746
04/20/05,790.156,448.49,4300,6419,0,74,748.4
04/21/05,794.01,448.87,4264,6274,0,67,751.6
04/22/05,796.961,449.16,3913,5468,0,67,757.3
04/23/05,799.309,449.39,4197,5449,0,68,762.9
04/24/05,801.35,449.59,4333,5396,0.33,34,768.5
04/25/05,806.151,450.06,3898,6362,0,44,774.2
04/26/05,810.362,450.47,3982,6173,0,68,779.8
04/27/05,814.675,450.89,4273,6495,0,48,779.8
04/28/05,820.144,451.42,3977,6778,0,44,791.1
04/29/05,824.794,451.87,4247,6622,0.11,31,796.7
04/30/05,830.086,452.38,3760,6517,0,89,802.4
05/01/05,834.451,452.8,4326,6606,0,79,808
05/02/05,838.933,453.23,4342,6706,0,104,813.6
05/03/05,843.114,453.63,4134,6336,0,94,819.3
05/04/05,847.717,454.07,3525,5947,0,101,824.9
05/05/05,852.869,454.56,4591,7198,0.08,10,830.5
05/06/05,859.821,455.22,4052,7557,0.58,0,836.2
05/07/05,865.848,455.79,4152,7240,0,49,841.8
05/08/05,871.257,456.3,3898,6692,0,67,847.4
05/09/05,886.499,457.73,4113,11797,0.38,0,853.1
05/10/05,898.301,458.83,4370,10320,0.66,0,858.7
05/11/05,905.852,459.53,4905,8794,0,82,864.3
05/12/05,907.472,459.68,6248,7147,0,82,870
